review_id	asin	reviewer_id	category	sentence	tip	type	standalone	before/after	extend_position
7869	B003OUWIP8	AB0CU2DSL7XWU	Baby	In my opinion, the attention to these types of details is what makes Britax stands out.	0				
7869	B003OUWIP8	AB0CU2DSL7XWU	Baby	Since this is only month 1 owning this, well have to reserve comment on its durability and ease of care until a later date.	0				
7869	B003OUWIP8	AB0CU2DSL7XWU	Baby	I was skeptical that it will not live up to all the hype, but so far, the item has not only met but has exceeded our expectations... We would buy this again in a heartbeat!	0				
7342	B001C55NOA	A2F91L8SQH2KGU	Sports & Outdoors	You cant go wrong with the Maxpedition product.	0				
7342	B001C55NOA	A2F91L8SQH2KGU	Sports & Outdoors	I beat of my equipment by the nature of my job and this bag has held up far longer than the others Ive tried.	0				
7047	B000TXPAAS	A36Q031FITE5BQ	Toys & Games	I am a huge fan of Battat toys and this has been a nice addition for our family.	0				
7047	B000TXPAAS	A36Q031FITE5BQ	Toys & Games	My daughter constantly plays with this.	0				
6190	B0002CZV46	A3BTH66WVCQAM9	Musical Instruments	A friend showed up at our monthly guitar club meeting with this and I loved having an on/off switch right at my fingertips.	0				
6190	B0002CZV46	A3BTH66WVCQAM9	Musical Instruments	Genius!I bought 2 immediately.	0				
6190	B0002CZV46	A3BTH66WVCQAM9	Musical Instruments	The shorter one goes from my guitar to the pedal board and the longer one from the pedal board to the amp.	0				
6190	B0002CZV46	A3BTH66WVCQAM9	Musical Instruments	Works like a charm and no excuse now for damaging amps or ears.	0				
6190	B0002CZV46	A3BTH66WVCQAM9	Musical Instruments	Two issues to consider.	0				
6190	B0002CZV46	A3BTH66WVCQAM9	Musical Instruments	The right angle plug was a mm or 2 short of being able to stick into my Tele and my Takamine.	0				
6190	B0002CZV46	A3BTH66WVCQAM9	Musical Instruments	It would not seat properly and would slide out.	0				
6190	B0002CZV46	A3BTH66WVCQAM9	Musical Instruments	"I had to turn the cord around and use the right angle on the pedal board side, where it worked, but now the switch is ""down there""."	0				
6190	B0002CZV46	A3BTH66WVCQAM9	Musical Instruments	I dont think Planet Waves is the first connector that I had a problem with that so I dont blame them, but maybe stick with the straight jack if you are not sure.	0				
6190	B0002CZV46	A3BTH66WVCQAM9	Musical Instruments	Second issue is simply that these little button-switches are fussy.	0				before
6190	B0002CZV46	A3BTH66WVCQAM9	Musical Instruments	You have to make sure you have it in the right position by looking at them - feel wont do.	1	Warning	no	both	
6190	B0002CZV46	A3BTH66WVCQAM9	Musical Instruments	"(If you see the white edge they are ""quiet"")"	0				
6204	B0002CZVI2	A3D42ZX96FA6EW	Musical Instruments	... is a must if you have any of the Danelectro/FAB pedals.	0				
6204	B0002CZVI2	A3D42ZX96FA6EW	Musical Instruments	As anyone who has one of these pedals knows they eat 9-volts like candy, this is the solution.	0				
6204	B0002CZVI2	A3D42ZX96FA6EW	Musical Instruments	You get one of these and hook it up to a power splitter (Search for Visual Sound One Spot Multi-Plug 5 Cable) and you are good to go for up to 5 pedals!	0				
6204	B0002CZVI2	A3D42ZX96FA6EW	Musical Instruments	No more battery swaps, no more searching for a 9-volt every 5 minutes...	0				
7579	B002AX1KUO	A2PCBQWF9LD2CV	Baby	"""This book is very cute but the ink pad that comes with it, since it is """"mess free,"""" really doesnt come out all that well."""	0				
7579	B002AX1KUO	A2PCBQWF9LD2CV	Baby	I couldnt get a good foot or hand print with it and after using it once all the ink was almost gone.	0				
7579	B002AX1KUO	A2PCBQWF9LD2CV	Baby	If you plan on using your own ink pad, this would be adorable.	0				
7579	B002AX1KUO	A2PCBQWF9LD2CV	Baby	If not, I would say find another book.	0				
6471	B0002GTZR6	A1P42OZ1MCNAHE	Musical Instruments	This is the kind of guitar strap you are going to have for the rest of your life extremely  thick and durable made of awesome material... buy it	0				
6074	B000068NVI	A3DWQW2L39RB1S	Musical Instruments	I bought this cord after returning a cheap one that I shouldve known better than to buy.	0				
6074	B000068NVI	A3DWQW2L39RB1S	Musical Instruments	My son, who has some experience as a musician recommended the Hosa brand when I was seeking a proper replacement.	0				
6074	B000068NVI	A3DWQW2L39RB1S	Musical Instruments	I bought it for a small home recording setup which includes a Behringer C-1 Condenser Microphone and a Behringer Xenyx 302 Mixer, and both ends make a reliable connection to both the board and the mic; the sound quality is excellent.	0				
6074	B000068NVI	A3DWQW2L39RB1S	Musical Instruments	An excellent value for the money.	0				
6999	B000Q5K0L8	A2QSRNN45LX9X1	Sports & Outdoors	Have two of these on my 01 Corolla and have been using them for over a year.	0				
6999	B000Q5K0L8	A2QSRNN45LX9X1	Sports & Outdoors	Loading and securing a bike onto it takes about 5 seconds.	0				
6999	B000Q5K0L8	A2QSRNN45LX9X1	Sports & Outdoors	Mounting it to the bars takes a few minutes.	0				
6999	B000Q5K0L8	A2QSRNN45LX9X1	Sports & Outdoors	"I use it with mountain and road bikes (26"", 700c, 29"", 650b... the wheel size adjustment takes seconds)."	0				
6999	B000Q5K0L8	A2QSRNN45LX9X1	Sports & Outdoors	Ride almost every other day and the rack has held up great.	0				
6999	B000Q5K0L8	A2QSRNN45LX9X1	Sports & Outdoors	No issues.	0				
6999	B000Q5K0L8	A2QSRNN45LX9X1	Sports & Outdoors	Love it.	0				
7552	B0025V1REU	A3KBFCPNQ58YK4	Musical Instruments	These types of pedals are toys.	0				
7552	B0025V1REU	A3KBFCPNQ58YK4	Musical Instruments	They are a cheap way for a beginner to have effects to play with.	1	Population segment	no	before	
7552	B0025V1REU	A3KBFCPNQ58YK4	Musical Instruments	By all means if you are buying it for your kid who just started playing.	0				after
7552	B0025V1REU	A3KBFCPNQ58YK4	Musical Instruments	If not, i recommend slowly building your pedal collection and use the money to get 1 decent pedal whether it is a delay, or distortion.	0				
6280	B0002D0COE	AXXYMIJBD0J9G	Musical Instruments	Its nothing special.	0				
6280	B0002D0COE	AXXYMIJBD0J9G	Musical Instruments	No frills, just a simple concept that works.	0				
6280	B0002D0COE	AXXYMIJBD0J9G	Musical Instruments	Its important to maintain humidity in your instrument, especially in a dry climate like west Texas.	0				
6280	B0002D0COE	AXXYMIJBD0J9G	Musical Instruments	The evaporation rate will depend on the amount of humidity in the air where you store your instrument.	1	Maintenance	no	both	
6280	B0002D0COE	AXXYMIJBD0J9G	Musical Instruments	So, when you first start using it, you have to be diligent to check the sponge regularly to ensure that it is still moist.	0				after
6726	B000E60MJE	A2ND6CMCXVTPRN	Tools & Home Improvement	All Starrett tools are works of art, and this is no exception.	0				
6726	B000E60MJE	A2ND6CMCXVTPRN	Tools & Home Improvement	Beautifully made, and accurate!	0				
6726	B000E60MJE	A2ND6CMCXVTPRN	Tools & Home Improvement	A delight to have in the toolbox.	0				
7205	B0015IUAAG	A1JJGY80GQ4H6	Toys & Games	I use this for role playing as I am sure everyone that is buying one does.	0				
7205	B0015IUAAG	A1JJGY80GQ4H6	Toys & Games	I used to use quilting mats because they have the proper grid size and are very durable.	0				
7205	B0015IUAAG	A1JJGY80GQ4H6	Toys & Games	The down size to them is that they are expensive, and they dont roll up so they store poorly.	0				
7205	B0015IUAAG	A1JJGY80GQ4H6	Toys & Games	When I first got the Chessex mat it was in a roll but the roll was flattened.	0				
7205	B0015IUAAG	A1JJGY80GQ4H6	Toys & Games	I unrolled it and it was super wavy/bumpy.	0				
7205	B0015IUAAG	A1JJGY80GQ4H6	Toys & Games	I laid it out and put books on it and it helped but when the books were removed for an hour or so, the waves came back a bit.	0				
7205	B0015IUAAG	A1JJGY80GQ4H6	Toys & Games	I used a little heat next but the bumps kept coming back.	0				
7205	B0015IUAAG	A1JJGY80GQ4H6	Toys & Games	So I found a heavy duty paper roll from some old Christmas wrapping paper and wrapped the mat around it tightly.	0				
7205	B0015IUAAG	A1JJGY80GQ4H6	Toys & Games	After several days I unrolled it and it was beautiful!	0				
7205	B0015IUAAG	A1JJGY80GQ4H6	Toys & Games	I think that with proper care this is an excellent mat.	0				
7205	B0015IUAAG	A1JJGY80GQ4H6	Toys & Games	It is on the thin side so I am gentle with it.	0				
7205	B0015IUAAG	A1JJGY80GQ4H6	Toys & Games	Other than that it works beautifully!	0				
7205	B0015IUAAG	A1JJGY80GQ4H6	Toys & Games	"""I love the fact that it is two sided and the hex side is great for """"outdoor"""" encounters."""	0				
